season;player_name;age;market_value[EUR];team_left;team_joined;transfer_fee[EUR]
17/18;Mohamed Salah;25;35000000;AS Roma;Liverpool;42000000
17/18;Davinson Sanchez;21;25000000;Ajax;Tottenham;42000000
17/18;Corentin Tolisso;22;22000000;Olympique Lyon;Bayern Munich;41500000
17/18;Federico Bernardeschi;23;30000000;Fiorentina;Juventus;40000000
17/18;Cedric Bakambu;26;25000000;Villarreal;BJ Guoan;40000000
17/18;Ederson;23;22000000;Benfica;Man City;40000000
17/18;Tiemoue Bakayoko;22;16000000;Monaco;Chelsea;40000000
17/18;Paulinho;29;15000000;GZ Evergrande;Barcelona;40000000
17/18;Alex Oxlade-Chamberlain;24;22000000;Arsenal;Liverpool;38000000
17/18;Andre Silva;21;22000000;FC Porto;AC Milan;38000000
17/18;Danny Drinkwater;27;9000000;Leicester;Chelsea;37900000
17/18;Nelson Semedo;23;20000000;Benfica;Barcelona;35700000
17/18;Vitolo;27;25000000;Sevilla FC;Atletico Madrid;35600000
17/18;Antonio Rudiger;24;25000000;AS Roma;Chelsea;35000000
17/18;Victor Lindelof;22;22000000;Benfica;Man Utd;35000000
17/18;Alexis Sanchez;29;70000000;Arsenal;Man Utd;34000000
17/18;Henrikh Mkhitaryan;29;35000000;Man Utd;Arsenal;34000000
17/18;Milan Skriniar;22;7000000;Sampdoria;Inter;34000000
17/18;Inigo Martinez;26;25000000;Real Sociedad;Athletic;32000000
17/18;Alessandro Bastoni;18;1500000;Atalanta BC;Inter;31100000
17/18;Yannick Carrasco;24;40000000;Atletico Madrid;DL Yifang;30000000
17/18;Keita Balde;22;25000000;Lazio;Monaco;30000000
17/18;Danilo;26;16000000;Real Madrid;Man City;30000000
17/18;Michael Keane;24;18000000;Burnley;Everton;28500000
17/18;Jordan Pickford;23;15000000;Sunderland;Everton;28500000
17/18;Lucas Moura;25;28000000;Paris SG;Tottenham;28400000
17/18;Mamadou Sakho;27;15000000;Liverpool;Crystal Palace;28200000
17/18;Kelechi Iheanacho;20;15000000;Man City;Leicester;27700000
17/18;Davy Klaassen;24;18000000;Ajax;Everton;27000000
17/18;Blaise Matuidi;30;30000000;Paris SG;Juventus;25000000
17/18;Youri Tielemans;20;22000000;RSC Anderlecht;Monaco;25000000
17/18;Andriy Yarmolenko;27;18000000;Dynamo Kyiv;Bor. Dortmund;25000000
17/18;Serge Aurier;24;15000000;Paris SG;Tottenham;25000000
17/18;Davide Zappacosta;25;8500000;Torino;Chelsea;25000000
17/18;Luis Muriel;26;17000000;Sampdoria;Sevilla FC;24500000
17/18;Theo Hernandez;19;15000000;Atletico Madrid;Real Madrid;24000000
17/18;Matias Vecino;25;13000000;Fiorentina;Inter;24000000
17/18;Andrea Conti;23;10000000;Atalanta BC;AC Milan;24000000
17/18;Hakan Calhanoglu;23;20000000;B. Leverkusen;AC Milan;23300000
17/18;Leandro Paredes;23;13000000;AS Roma;Zenit S-Pb;23000000
17/18;Andre Ayew;28;18000000;West Ham;Swansea;22800000
17/18;Nathan Ake;22;8000000;Chelsea;Bournemouth;22800000
17/18;Theo Walcott;28;20000000;Arsenal;Everton;22500000
17/18;Cenk Tosun;26;10500000;Besiktas;Everton;22500000
17/18;Marko Arnautovic;28;15000000;Stoke City;West Ham;22300000
17/18;Guido Carrillo;26;6000000;Monaco;Southampton;22000000
17/18;Rodrigo Bentancur;20;6000000;Boca Juniors;Juventus;21700000
17/18;Manuel Akanji;22;5000000;FC Basel;Bor. Dortmund;21500000
17/18;Kingsley Coman;21;20000000;Juventus;Bayern Munich;21000000
17/18;Nikola Maksimovic;25;10000000;Torino;SSC Napoli;21000000
17/18;Dalbert;23;5000000;OGC Nice;Inter;21000000
17/18;Pietro Pellegri;16;8000000;Genoa;Monaco;20900000
17/18;Jadon Sancho;17;5000000;Man City U18;Bor. Dortmund;20590000
17/18;Adrien Silva;28;25000000;Sporting CP;Leicester;20500000
17/18;Roberto Gagliardini;23;15000000;Atalanta BC;Inter;20500000
17/18;Andre Gray;26;10000000;Burnley;Watford;20400000
17/18;Juan Cuadrado;29;25000000;Chelsea;Juventus;20000000
17/18;Niklas Sule;21;25000000;TSG Hoffenheim;Bayern Munich;20000000
17/18;Maximilian Philipp;23;15000000;SC Freiburg;Bor. Dortmund;20000000
17/18;Kevin Kampl;26;15000000;B. Leverkusen;RB Leipzig;20000000
17/18;Oliver Torres;22;14000000;Atletico Madrid;FC Porto;20000000
17/18;Emerson;23;14000000;AS Roma;Chelsea;20000000
17/18;Lucas Biglia;31;20000000;Lazio;AC Milan;19700000
17/18;Kevin Wimmer;24;7000000;Tottenham;Stoke City;19400000
17/18;Nabil Bentaleb;22;18000000;Tottenham;FC Schalke 04;19000000
17/18;Lucas Alario;24;12000000;River Plate;B. Leverkusen;19000000
17/18;Mateo Musacchio;26;18000000;Villarreal;AC Milan;18000000
17/18;Wojciech Szczesny;27;17000000;Arsenal;Juventus;18000000
17/18;Nicolas Pepe;22;3000000;Angers SCO;LOSC Lille;18000000
17/18;Ruben Neves;20;10000000;FC Porto;Wolves;17900000
17/18;Chicharito;29;18000000;B. Leverkusen;West Ham;17800000
17/18;Panagiotis Retsos;19;5000000;Olympiacos;B. Leverkusen;17500000
17/18;Mario Lemina;23;7500000;Juventus;Southampton;17250000
17/18;Britt Assombalonga;24;5000000;Nottm Forest;Middlesbrough;17100000
17/18;Olivier Giroud;31;20000000;Arsenal;Chelsea;17000000
17/18;Matthias Ginter;23;15000000;Bor. Dortmund;Bor. M'gladbach;17000000
17/18;John Anthony Brooks;24;14000000;Hertha BSC;VfL Wolfsburg;17000000
17/18;Giovanni Simeone;22;10000000;Genoa;Fiorentina;17000000
17/18;Jurgen Locadia;24;8500000;PSV Eindhoven;Brighton;17000000
17/18;Jhon Cordoba;24;7000000;1.FSV Mainz 05;1.FC Koln;17000000
17/18;Ismaila Sarr;19;2500000;FC Metz;Rennes;17000000
17/18;Ross Barkley;24;25000000;Everton;Chelsea;16800000
17/18;Medhi Benatia;30;15000000;Bayern Munich;Juventus;16700000
17/18;Marten de Roon;26;10000000;Middlesbrough;Atalanta BC;16700000
17/18;Dani Ceballos;20;10000000;Real Betis;Real Madrid;16500000
17/18;Chris Wood;25;6000000;Leeds;Burnley;16399999
17/18;Sam Clucas;26;2500000;Hull City;Swansea;16300000
17/18;Simone Zaza;26;15000000;Juventus;Valencia;16000000
17/18;Yuri Berchiche;27;10000000;Real Sociedad;Paris SG;16000000
17/18;Rick Karsdorp;22;9000000;Feyenoord;AS Roma;16000000
17/18;Wesley Hoedt;23;7500000;Lazio;Southampton;16000000
17/18;Badou Ndiaye;27;7000000;Galatasaray;Stoke City;16000000
17/18;Emanuel Mammana;21;7000000;Olympique Lyon;Zenit S-Pb;16000000
17/18;Jean-Kevin Augustin;20;3000000;Paris SG;RB Leipzig;16000000
17/18;Oliver Burke;20;7000000;RB Leipzig;West Brom;15200000
17/18;Fernando Llorente;32;6000000;Swansea;Tottenham;15100000
17/18;Ricardo Rodriguez;24;17000000;VfL Wolfsburg;AC Milan;15000000
17/18;Konstantinos Mitroglou;29;12000000;Benfica;Marseille;15000000
17/18;Bruma;22;11000000;Galatasaray;RB Leipzig;15000000
17/18;Terence Kongolo;23;10000000;Feyenoord;Monaco;15000000
17/18;Vicente Iborra;29;9000000;Sevilla FC;Leicester;15000000
17/18;Sebastian Driussi;21;8000000;River Plate;Zenit S-Pb;15000000
17/18;Gianluca Caprari;23;6000000;Inter;Sampdoria;15000000
17/18;Jose Izquierdo;25;14000000;Club Brugge;Brighton;14500000
17/18;Cengiz Under;20;5000000;Basaksehir;AS Roma;14250000
17/18;Francis Coquelin;26;12000000;Arsenal;Valencia;14000000
17/18;Ignacio Camacho;27;10000000;Malaga CF;VfL Wolfsburg;14000000
17/18;Enes Unal;20;10000000;Man City;Villarreal;14000000
17/18;Ruben Semedo;23;9000000;Sporting CP;Villarreal;14000000
17/18;Thiago Maia;20;4500000;Santos;LOSC Lille;14000000
17/18;Jay Rodriguez;27;10000000;Southampton;West Brom;13700000
17/18;Harry Maguire;24;8000000;Hull City;Leicester;13700000
17/18;Marko Rog;21;10000000;Dinamo Zagreb;SSC Napoli;13500000
17/18;James Rodriguez;26;50000000;Real Madrid;Bayern Munich;13000000
17/18;Wilfried Bony;28;18000000;Man City;Swansea;13000000
17/18;Davy Propper;25;10000000;PSV Eindhoven;Brighton;13000000
17/18;Sandro Wagner;30;9000000;TSG Hoffenheim;Bayern Munich;13000000
17/18;Steve Mounie;22;5500000;Montpellier;Huddersfield;13000000
17/18;Emre Mor;20;5000000;Bor. Dortmund;Celta de Vigo;13000000
17/18;Roque Mesa;28;12000000;UD Las Palmas;Swansea;12500000
17/18;Bruno Peres;27;11000000;Torino;AS Roma;12500000
17/18;Simon Kjaer;28;11000000;Fenerbahce;Sevilla FC;12500000
17/18;Yevgen Konoplyanka;27;10000000;Sevilla FC;FC Schalke 04;12500000
17/18;Hirving Lozano;21;10000000;Pachuca;PSV Eindhoven;12500000
17/18;Sven Bender;28;7000000;Bor. Dortmund;B. Leverkusen;12500000
17/18;Mario Hermoso;22;400000;RM Castilla;Espanyol;12500000
17/18;Yerry Mina;23;9000000;Palmeiras;Barcelona;12400000
17/18;Richarlison;20;2000000;Fluminense;Watford;12400000
17/18;Alex Pritchard;24;5000000;Norwich;Huddersfield;12350000
17/18;Esequiel Barco;18;6500000;Independiente;Atlanta;12280000
17/18;Omer Toprak;27;16000000;B. Leverkusen;Bor. Dortmund;12000000
17/18;Mahmoud Dahoud;21;15000000;Bor. M'gladbach;Bor. Dortmund;12000000
17/18;Gerard Deulofeu;23;12000000;Everton;Barcelona;12000000
17/18;Pablo Fornals;21;10000000;Malaga CF;Villarreal;12000000
17/18;Marco Benassi;22;9500000;Torino;Fiorentina;12000000
17/18;Mattia De Sciglio;24;8500000;AC Milan;Juventus;12000000
17/18;Adrian Ramos;31;5000000;Bor. Dortmund;CQ Dangdai Lif.;12000000
17/18;Roberto Inglese;25;4500000;Chievo Verona;SSC Napoli;12000000
17/18;Adam Ounas;20;4000000;G. Bordeaux;SSC Napoli;12000000
17/18;Denis Zakaria;20;4000000;BSC Young Boys;Bor. M'gladbach;12000000
17/18;Pedro Rocha;22;1500000;Gremio;Spartak Moscow;12000000
17/18;Douglas Luiz;19;;Vasco da Gama;Man City;12000000
17/18;Jordan Rhodes;27;10000000;Middlesbrough;Sheff Wed;11700000
17/18;Asmir Begovic;30;8000000;Chelsea;Bournemouth;11500000
17/18;Landry Dimata;19;6500000;KV Oostende;VfL Wolfsburg;11500000
17/18;Lucas Pratto;29;4500000;Sao Paulo;River Plate;11500000
17/18;Martin Braithwaite;26;7500000;Toulouse;Middlesbrough;11300000
17/18;Jacob Murphy;22;1000000;Norwich;Newcastle;11300000
17/18;Florian Thauvin;24;18000000;Newcastle;Marseille;11000000
17/18;Gabriel Paulista;26;13000000;Arsenal;Valencia;11000000
17/18;Martin Terrier;20;12000000;LOSC Lille;Olympique Lyon;11000000
17/18;Guilherme Arana;20;10000000;Corinthians;Sevilla FC;11000000
17/18;Jonathan Viera;28;8000000;UD Las Palmas;BJ Guoan;11000000
17/18;Diego Llorente;23;7500000;Real Madrid;Real Sociedad;11000000
17/18;Jo;30;4000000;Corinthians;Nagoya Grampus;11000000
17/18;Nikola Vlasic;19;4000000;Hajduk Split;Everton;10800000
17/18;Marc Bartra;27;15000000;Bor. Dortmund;Real Betis;10500000
17/18;Stevan Jovetic;27;10000000;Inter;Monaco;10500000
17/18;Juan Foyth;19;5000000;Estudiantes;Tottenham;10500000
17/18;Luiz Araujo;21;500000;Sao Paulo;LOSC Lille;10500000
17/18;Jordan Hugill;25;3000000;Preston;West Ham;10200000
17/18;Luiz Gustavo;29;12000000;VfL Wolfsburg;Marseille;10000000
17/18;Lorenzo Pellegrini;21;12000000;Sassuolo;AS Roma;10000000
17/18;Younes Belhanda;27;9000000;Dynamo Kyiv;Galatasaray;10000000
17/18;Diafra Sakho;28;8000000;West Ham;Rennes;10000000
17/18;Bertrand Traore;21;8000000;Chelsea;Olympique Lyon;10000000
17/18;Florian Lejeune;26;5000000;SD Eibar;Newcastle;10000000
17/18;Maximiliano Romero;18;4000000;Velez Sarsfield;PSV Eindhoven;10000000
17/18;Lois Diony;24;3000000;Dijon;Saint-Etienne;10000000
17/18;Allan Saint-Maximin;20;3000000;Monaco;OGC Nice;10000000
17/18;Adama Diakhaby;21;1500000;Rennes;Monaco;10000000
17/18;Pape Cheikh;20;800000;Celta de Vigo;Olympique Lyon;10000000
17/18;Leonardo Pavoletti;28;11000000;SSC Napoli;Cagliari Calcio;9800000
17/18;Bruno Fernandes;22;7500000;Sampdoria;Sporting CP;9700000
17/18;Marcos Acuna;25;7000000;Racing Club;Sporting CP;9590000
17/18;Facundo Colidio;17;;CABJ U20;Inter U19;9500000
17/18;Tom Cleverley;27;8000000;Everton;Watford;9300000
17/18;Will Hughes;22;8000000;Derby;Watford;9100000
17/18;Tom Ince;25;7000000;Derby;Huddersfield;9100000
17/18;Jack Cork;28;5000000;Swansea;Burnley;9100000
17/18;Aaron Mooy;26;5000000;Man City;Huddersfield;9100000
17/18;Jonathas;28;7000000;Rubin Kazan;Hannover 96;9000000
17/18;Emiliano Rigoni;24;7000000;Independiente;Zenit S-Pb;9000000
17/18;Andrew Robertson;23;7000000;Hull City;Liverpool;9000000
17/18;Jairo Riedewald;20;5000000;Ajax;Crystal Palace;9000000
17/18;Thiago Mendes;25;4000000;Sao Paulo;LOSC Lille;9000000
17/18;Kevin Malcuit;25;3000000;Saint-Etienne;LOSC Lille;9000000
17/18;Nicola Murru;22;2500000;Cagliari Calcio;Sampdoria;9000000
17/18;Alexander Sorloth;22;2000000;FC Midtjylland;Crystal Palace;9000000
17/18;Huan Liu;28;200000;CQ Dangdai Lif.;BJ Guoan;8900000
17/18;Guido Pizarro;27;5000000;Tigres UANL;Sevilla FC;8700000
17/18;Renato Sanches;20;22000000;Bayern Munich;Swansea;8500000
17/18;Adnan Januzaj;22;7000000;Man Utd;Real Sociedad;8500000
17/18;Matias Kranevitter;24;6000000;Atletico Madrid;Zenit S-Pb;8500000
17/18;Milot Rashica;21;5000000;Vitesse;Werder Bremen;8100000
17/18;Serge Gnabry;21;15000000;Werder Bremen;Bayern Munich;8000000
17/18;Valere Germain;27;10000000;Monaco;Marseille;8000000
17/18;Maicon;28;8000000;Sao Paulo;Galatasaray;8000000
17/18;Juan Jesus;26;7500000;Inter;AS Roma;8000000
17/18;Sofiane Hanni;27;7000000;RSC Anderlecht;Spartak Moscow;8000000
17/18;Soualiho Meite;23;7000000;Zulte Waregem;Monaco;8000000
17/18;Henry Onyekuru;20;7000000;KAS Eupen;Everton;8000000
17/18;Davie Selke;22;6000000;RB Leipzig;Hertha BSC;8000000
17/18;Vitor Hugo;26;6000000;Palmeiras;Fiorentina;8000000
17/18;Nicolas de Preville;26;5500000;LOSC Lille;G. Bordeaux;8000000
17/18;Gustavo Bou;27;5500000;Racing Club;Club Tijuana;8000000
17/18;Havard Nordtveit;27;5000000;West Ham;TSG Hoffenheim;8000000
17/18;Mariano Diaz;23;5000000;Real Madrid;Olympique Lyon;8000000
17/18;Miha Mevlja;27;4000000;Rostov;Zenit S-Pb;8000000
17/18;Admir Mehmedi;26;3500000;B. Leverkusen;VfL Wolfsburg;8000000
17/18;Wanderson;22;2750000;RB Salzburg;Krasnodar;8000000
17/18;Amine Harit;20;2000000;FC Nantes;FC Schalke 04;8000000
17/18;Rafik Guitane;18;150000;AC Le Havre;Rennes;8000000
17/18;Kurt Zouma;22;15000000;Chelsea;Stoke City;7800000
17/18;Lyanco;20;750000;Sao Paulo;Torino;7750000
17/18;Bruno Martins Indi;25;11000000;FC Porto;Stoke City;7700000
17/18;Kieran Gibbs;27;10000000;Arsenal;West Brom;7500000
17/18;Jonathan Cafu;26;10000000;Ludogorets;G. Bordeaux;7500000
17/18;Wendel;20;7500000;Fluminense;Sporting CP;7500000
17/18;Marcelo;30;6500000;Besiktas;Olympique Lyon;7500000
17/18;Christian Atsu;25;5000000;Chelsea;Newcastle;7500000
17/18;Badou Ndiaye;26;5000000;Osmanlispor;Galatasaray;7500000
17/18;Sone Aluko;28;2500000;Fulham;Reading;7500000
17/18;Maximilian Wober;19;700000;Rapid Vienna;Ajax;7500000
17/18;Pedro Neto;17;250000;SC Braga;Lazio;7500000
17/18;Filippo Romagna;20;1000000;Juventus;Cagliari Calcio;7400000
17/18;Ashley Fletcher;21;1000000;West Ham;Middlesbrough;7300000
17/18;Ollie Watkins;21;150000;Exeter City;Brentford;7220000
17/18;Yuning Zhang;20;700000;Vitesse;West Brom;7200000
17/18;Aviles Hurtado;30;2500000;Club Tijuana;Monterrey;7130000
17/18;Ever Banega;29;16000000;Inter;Sevilla FC;7000000
17/18;Nolito;30;12000000;Man City;Sevilla FC;7000000
17/18;Ryad Boudebouz;27;10000000;Montpellier;Real Betis;7000000
17/18;Giuliano;27;9000000;Zenit S-Pb;Fenerbahce;7000000
18/19;Kylian Mbappe;19;120000000;Monaco;Paris SG;180000000
18/19;Cristiano Ronaldo;33;100000000;Real Madrid;Juventus;117000000
18/19;Kepa Arrizabalaga;23;20000000;Athletic;Chelsea;80000000
18/19;Thomas Lemar;22;65000000;Monaco;Atletico Madrid;72000000
18/19;Riyad Mahrez;27;50000000;Leicester;Man City;67800000
18/19;Christian Pulisic;20;50000000;Bor. Dortmund;Chelsea;64000000
18/19;Alisson;25;60000000;AS Roma;Liverpool;62500000
18/19;Naby Keita;23;65000000;RB Leipzig;Liverpool;60000000
18/19;Fred;25;32000000;Shakhtar D.;Man Utd;59000000
18/19;Jorginho;26;50000000;SSC Napoli;Chelsea;57000000
18/19;Fabinho;24;45000000;Monaco;Liverpool;45000000
18/19;Vinicius Junior;18;35000000;Flamengo;Real Madrid;45000000
18/19;Paulinho;30;38000000;Barcelona;GZ Evergrande;42000000
18/19;Patrik Schick;22;20000000;Sampdoria;AS Roma;42000000
18/19;Malcom;21;45000000;G. Bordeaux;Barcelona;41000000
18/19;Joao Cancelo;24;35000000;Valencia;Juventus;40400000
18/19;Douglas Costa;27;55000000;Bayern Munich;Juventus;40000000
18/19;Goncalo Guedes;21;40000000;Paris SG;Valencia;40000000
18/19;Leandro Paredes;24;25000000;Zenit S-Pb;Paris SG;40000000
18/19;Richarlison;21;25000000;Watford;Everton;39200000
18/19;Lucas Paqueta;21;15000000;Flamengo;AC Milan;38400000
18/19;Radja Nainggolan;30;45000000;AS Roma;Inter;38000000
18/19;Felipe Anderson;25;30000000;Lazio;West Ham;38000000
18/19;Mattia Caldara;24;25000000;Juventus;AC Milan;37740000
18/19;Thilo Kehrer;21;18000000;FC Schalke 04;Paris SG;37000000
18/19;Clement Lenglet;23;36000000;Sevilla FC;Barcelona;35900000
18/19;Thibaut Courtois;26;65000000;Chelsea;Real Madrid;35000000
18/19;Leonardo Bonucci;31;35000000;AC Milan;Juventus;35000000
18/19;Shoya Nakajima;24;18000000;Portimonense;Al-Duhail SC;35000000
18/19;Krzysztof Piatek;23;15000000;Genoa;AC Milan;35000000
18/19;Alvaro Odriozola;22;25000000;Real Sociedad;Real Madrid;32000000
18/19;Arthur Melo;21;30000000;Gremio;Barcelona;31000000
18/19;Jefferson Lerma;23;2000000;Levante;Bournemouth;30500000
18/19;Yerry Mina;23;20000000;Barcelona;Everton;30250000
18/19;Jean Michael Seri;27;30000000;OGC Nice;Fulham;30000000
18/19;Aleksandr Golovin;22;25000000;CSKA Moscow;Monaco;30000000
18/19;Fabian Ruiz;22;20000000;Real Betis;SSC Napoli;30000000
18/19;Anthony Modeste;30;16000000;1. FC Koln;TJ Tianhai;29000000
18/19;Lucas Torreira;22;30000000;Sampdoria;Arsenal;28650000
18/19;Abdou Diallo;22;12000000;1.FSV Mainz 05;Bor. Dortmund;28000000
18/19;Steven Nzonzi;29;30000000;Sevilla FC;AS Roma;26650000
18/19;Kevin Strootman;28;28000000;AS Roma;Marseille;25000000
18/19;Lautaro Martinez;20;25000000;Racing Club;Inter;25000000
18/19;Issa Diop;21;22000000;Toulouse;West Ham;25000000
18/19;Bernd Leno;26;20000000;B. Leverkusen;Arsenal;25000000
18/19;Jannik Vestergaard;25;14000000;Bor. M'gladbach;Southampton;25000000
18/19;James Maddison;21;10000000;Norwich;Leicester;25000000
18/19;Frank Anguissa;22;18000000;Marseille;Fulham;24850000
18/19;Javier Pastore;29;15000000;Paris SG;AS Roma;24700000
18/19;Aleksandar Mitrovic;23;15000000;Newcastle;Fulham;24700000
18/19;Simone Verdi;25;25000000;Bologna;SSC Napoli;24500000
18/19;Yuri Berchiche;28;17000000;Paris SG;Athletic;24000000
18/19;Miguel Almiron;24;15000000;Atlanta;Newcastle;24000000
18/19;Alassane Plea;25;18000000;OGC Nice;Bor. M'gladbach;23000000
18/19;Nikola Kalinic;30;14000000;Fiorentina;AC Milan;22500000
18/19;Gelson Martins;23;35000000;Sporting CP;Atletico Madrid;22000000
18/19;Geoffrey Kondogbia;25;30000000;Inter;Valencia;22000000
18/19;Ricardo Pereira;24;20000000;FC Porto;Leicester;22000000
18/19;Diogo Dalot;19;15000000;FC Porto;Man Utd;22000000
18/19;Moussa Dembele;22;7000000;Celtic;Olympique Lyon;22000000
18/19;Mariano Diaz;25;22000000;Olympique Lyon;Real Madrid;21500000
18/19;Samu Castillejo;23;15000000;Villarreal;AC Milan;21300000
18/19;Dominic Solanke;21;10000000;Liverpool;Bournemouth;21200000
18/19;Caglar Soyuncu;22;18000000;SC Freiburg;Leicester;21100000
18/19;Quincy Promes;26;24000000;Spartak Moscow;Sevilla FC;21000000
18/19;Jonny Otto;24;12000000;Atletico Madrid;Wolves;21000000
18/19;Lucas Digne;25;15000000;Barcelona;Everton;20200000
18/19;Marek Hamsik;31;30000000;SSC Napoli;DL Yifang;20000000
18/19;Rodri;22;25000000;Villarreal;Atletico Madrid;20000000
18/19;Andriy Yarmolenko;28;23000000;Bor. Dortmund;West Ham;20000000
18/19;Axel Witsel;29;20000000;TJ Tianhai;Bor. Dortmund;20000000
18/19;Gerard Moreno;26;20000000;Espanyol;Villarreal;20000000
18/19;Thomas Delaney;26;12000000;Werder Bremen;Bor. Dortmund;20000000
18/19;Benjamin Henrichs;21;12000000;B. Leverkusen;Monaco;20000000
18/19;Terence Kongolo;24;10000000;Monaco;Huddersfield;20000000
18/19;Rolando Mandragora;21;10000000;Juventus;Udinese Calcio;20000000
18/19;Adama Traore;22;8000000;Middlesbrough;Wolves;20000000
18/19;Willem Geubbels;16;6000000;Olympique Lyon;Monaco;20000000
18/19;Talisca;24;25000000;Benfica;GZ Evergrande;19200000
18/19;Amadou Haidara;20;20000000;RB Salzburg;RB Leipzig;19000000
18/19;Diego Laxalt;25;18000000;Genoa;AC Milan;19000000
18/19;Alireza Jahanbakhsh;24;18000000;AZ Alkmaar;Brighton;19000000
18/19;Duje Caleta-Car;21;10000000;RB Salzburg;Marseille;19000000
18/19;Paulinho;18;25000000;Vasco da Gama;B. Leverkusen;18500000
18/19;Duvan Zapata;27;20000000;SSC Napoli;Sampdoria;18500000
18/19;Alvaro Morata;26;50000000;Chelsea;Atletico Madrid;18000000
18/19;Arturo Vidal;31;35000000;Bayern Munich;Barcelona;18000000
18/19;Karl Toko Ekambi;25;18000000;Angers SCO;Villarreal;18000000
18/19;Rui Patricio;30;16000000;Sporting CP;Wolves;18000000
18/19;Mohamed Elyounoussi;23;8500000;FC Basel;Southampton;18000000
18/19;Joaquin Correa;23;10000000;Sevilla FC;Lazio;17850000
18/19;Justin Kluivert;19;15000000;Ajax;AS Roma;17250000
18/19;Brahim Diaz;19;5000000;Man City;Real Madrid;17000000
18/19;Ben Gibson;25;10000000;Middlesbrough;Burnley;16900000
18/19;Alfie Mawson;24;15000000;Swansea;Fulham;16850000
18/19;Yves Bissouma;21;8000000;LOSC Lille;Brighton;16800000
18/19;Ahmed Musa;25;15000000;Leicester;Al-Nassr FC;16500000
18/19;William Carvalho;26;25000000;Sporting CP;Real Betis;16000000
18/19;Sokratis Papastathopoulos;30;20000000;Bor. Dortmund;Arsenal;16000000
18/19;Kevin Gameiro;31;20000000;Atletico Madrid;Valencia;16000000
18/19;Daley Blind;28;18000000;Man Utd;Ajax;16000000
18/19;Sebastian Rudy;28;15000000;Bayern Munich;FC Schalke 04;16000000
18/19;Nordi Mukiele;20;14000000;Montpellier;RB Leipzig;16000000
18/19;Leonardo Balerdi;19;2500000;Boca Juniors;Bor. Dortmund;15500000
18/19;Wilmar Barrios;25;12000000;Boca Juniors;Zenit S-Pb;15000000
18/19;Gregoire Defrel;27;10000000;Sassuolo;AS Roma;15000000
18/19;Mouctar Diakhaby;21;10000000;Olympique Lyon;Valencia;15000000
18/19;Giorgian de Arrascaeta;24;9000000;Cruzeiro;Flamengo;15000000
18/19;Joao Carvalho;21;2500000;Benfica;Nottm Forest;15000000
18/19;Diego Rico;25;2500000;CD Leganes;Bournemouth;15000000
18/19;Matheus Cunha;19;1500000;FC Sion;RB Leipzig;15000000
18/19;Tete;19;;Gremio;Shakhtar D.;15000000
18/19;Roger Martinez;24;2500000;JS Suning;Villarreal;14900000
18/19;Xherdan Shaqiri;26;18000000;Stoke City;Liverpool;14700000
18/19;Pity Martinez;25;20000000;River Plate;Atlanta;14500000
18/19;Nikola Kalinic;30;14000000;AC Milan;Atletico Madrid;14500000
18/19;Filip Benkovic;21;11000000;Dinamo Zagreb;Leicester;14500000
18/19;Rodolfo Pizarro;24;5500000;Chivas;Monterrey;14500000
18/19;Ibrahim Amadou;25;3500000;LOSC Lille;Sevilla FC;14400000
18/19;Mattia Perin;25;16000000;Genoa;Juventus;14200000
18/19;Duvan Zapata;27;20000000;Sampdoria;Atalanta BC;14000000
18/19;Diogo Jota;21;12000000;Atletico Madrid;Wolves;14000000
18/19;Alphonso Davies;18;10000000;Vancouver;Bayern Munich;14000000
18/19;Rachid Ghezzal;26;4000000;Monaco;Leicester;14000000
18/19;Jean-Eudes Aholou;24;3000000;R. Strasbourg;Monaco;14000000
18/19;Danny Ward;25;2500000;Liverpool;Leicester;14000000
18/19;Diego Lainez;18;1500000;America;Real Betis;14000000
18/19;Dusan Tadic;29;15000000;Southampton;Ajax;13700000
18/19;Chris Mepham;21;8000000;Brentford;Bournemouth;13600000
18/19;Joris Gnagnon;21;15000000;Rennes;Sevilla FC;13500000
18/19;Davy Klaassen;25;15000000;Everton;Werder Bremen;13500000
18/19;Benik Afobe;25;10000000;Wolves;Stoke City;13500000
18/19;Maximiliano Meza;26;14000000;Independiente;Monterrey;13150000
18/19;Gerard Deulofeu;24;14000000;Barcelona;Watford;13000000
18/19;Mbaye Diagne;27;5500000;Kasimpasa;Galatasaray;13000000
18/19;Matej Vydra;26;8000000;Derby;Burnley;12200000
18/19;Jeison Murillo;26;15000000;Inter;Valencia;12000000
18/19;Nacer Chadli;29;15000000;West Brom;Monaco;12000000
18/19;Mitchell Weiser;24;12000000;Hertha BSC;B. Leverkusen;12000000
18/19;Mikel Merino;22;12000000;Newcastle;Real Sociedad;12000000
18/19;M'Baye Niang;23;10000000;AC Milan;Torino;12000000
18/19;Francesco Acerbi;30;10000000;Sassuolo;Lazio;12000000
18/19;Marlon;22;10000000;Barcelona;Sassuolo;12000000
18/19;Sardar Azmoun;24;9500000;Rubin Kazan;Zenit S-Pb;12000000
18/19;Souza;29;9000000;Fenerbahce;Al-Ahli SFC;12000000
18/19;Vitinho;24;8000000;CSKA Moscow;Flamengo;12000000
18/19;Kevin Malcuit;27;7500000;LOSC Lille;SSC Napoli;12000000
18/19;Nemanja Radonjic;22;6000000;Red Star;Marseille;12000000
18/19;Willy Boly;27;5000000;FC Porto;Wolves;12000000
